BSSID;SSID;room;num_measurements;mean;stddev
20:c9:d0:18:43:f3;sape;C8_AISLE8;179;-80,05586592;5,188276186
20:c9:d0:18:43:f3;sape;C9_AISLE9;204;-86,57843137;2,47723139
24:01:c7:29:99:40;eduroam;C14_PLEA;6;-81;0
24:01:c7:29:99:44;tudelft-dastud;C14_PLEA;6;-81;0
24:01:c7:29:99:44;tudelft-dastud;C15_MTG;8;-81;0
24:01:c7:29:99:46;Conferentie-TUD;C15_MTG;8;-84;0
24:01:c7:76:27:30;eduroam;C12_CONF_TOP;12;-81;0
24:01:c7:76:27:33;TUvisitor;C12_CONF_TOP;46;-78,06521739;2,792069515
24:01:c7:76:27:34;tudelft-dastud;C12_CONF_TOP;21;-79,85714286;1,014185106
24:01:c7:76:27:36;Conferentie-TUD;C11_CONF_BTM;5;-81;0
24:01:c7:76:27:36;Conferentie-TUD;C12_CONF_TOP;102;-80,31372549;2,18446537
24:01:c7:76:2a:30;eduroam;C10_AISLE10;50;-78,34;2,237071701
24:01:c7:76:2a:30;eduroam;C16_FLEX_BTM;43;-79,72093023;1,943555669
24:01:c7:76:2a:30;eduroam;C17_FLEX_TOP;70;-76,58571429;2,088566925
24:01:c7:76:2a:30;eduroam;C9_AISLE9;27;-80,33333333;0,960768923
24:01:c7:76:2a:33;TUvisitor;C10_AISLE10;28;-78;3,527668415
24:01:c7:76:2a:33;TUvisitor;C16_FLEX_BTM;42;-78,4047619;1,653665903
24:01:c7:76:2a:33;TUvisitor;C17_FLEX_TOP;65;-76,2;2,346540006
24:01:c7:76:2a:33;TUvisitor;C9_AISLE9;31;-78,4516129;1,767082524
24:01:c7:76:2a:34;tudelft-dastud;C10_AISLE10;35;-75,42857143;1,753747488
24:01:c7:76:2a:34;tudelft-dastud;C16_FLEX_BTM;37;-79,13513514;2,002250986
24:01:c7:76:2a:34;tudelft-dastud;C17_FLEX_TOP;81;-75,35802469;2,599560742
24:01:c7:76:2a:34;tudelft-dastud;C8_AISLE8;1;-77;
24:01:c7:76:2a:34;tudelft-dastud;C9_AISLE9;34;-76,64705882;1,872971273
24:01:c7:76:2a:36;Conferentie-TUD;C10_AISLE10;119;-77,05882353;2,542166824
24:01:c7:76:2a:36;Conferentie-TUD;C12_CONF_TOP;1;-79;
24:01:c7:76:2a:36;Conferentie-TUD;C16_FLEX_BTM;135;-79,79259259;2,011520166
24:01:c7:76:2a:36;Conferentie-TUD;C17_FLEX_TOP;116;-75,87068966;2,799161901
24:01:c7:76:2a:36;Conferentie-TUD;C8_AISLE8;9;-81;0
24:01:c7:76:2a:36;Conferentie-TUD;C9_AISLE9;104;-77,875;2,116451968
24:01:c7:76:2a:39;Conferentie-TUD;C10_AISLE10;33;-89,63636364;1,084498208
24:01:c7:76:2a:39;Conferentie-TUD;C16_FLEX_BTM;10;-88,8;1,549193338
24:01:c7:76:2a:39;Conferentie-TUD;C17_FLEX_TOP;74;-90,32432432;1,074079512
24:01:c7:76:2a:3b;tudelft-dastud;C10_AISLE10;24;-89,125;3,166571318
24:01:c7:76:2a:3b;tudelft-dastud;C17_FLEX_TOP;6;-91;0
24:01:c7:76:2a:3c;TUvisitor;C10_AISLE10;16;-88,125;0,5
24:01:c7:76:2a:3c;TUvisitor;C17_FLEX_TOP;12;-89;1,044465936
24:01:c7:76:2a:3f;eduroam;C10_AISLE10;15;-87,2;1,521277659
30:46:9a:45:22:74;Penthouse;C17_FLEX_TOP;24;-86,75;2,211629342
3c:df:bd:a9:7d:1f;HUAWEI-E5220-7d1f;C10_AISLE10;6;-91;0
48:f8:b3:2c:f6:a5;Winternet;C16_FLEX_BTM;12;-88,5;0,522232968
48:f8:b3:2e:39:93;Rosheuvel;C16_FLEX_BTM;6;-91;0
48:f8:b3:2e:39:93;Rosheuvel;C9_AISLE9;9;-85;0
48:f8:b3:40:f1:a9;Router_Joost;C10_AISLE10;9;-89;0
48:f8:b3:40:f1:a9;Router_Joost;C13_COFFEE;33;-89,90909091;0,578988146
48:f8:b3:40:f1:a9;Router_Joost;C16_FLEX_BTM;73;-87,47945205;2,651569708
48:f8:b3:40:f1:a9;Router_Joost;C17_FLEX_TOP;58;-85,89655172;2,33726227
48:f8:b3:40:f1:a9;Router_Joost;C5_AISLE5;1;-89;
48:f8:b3:7c:98:58;PlayboyMansion;C10_AISLE10;15;-90,6;0,507092553
4a:f8:b3:7c:98:59;PlayboyMansion-guest;C10_AISLE10;15;-90,6;0,507092553
4a:f8:b3:7c:98:59;PlayboyMansion-guest;C8_AISLE8;1;-86;
4a:f8:b3:7c:98:59;PlayboyMansion-guest;C9_AISLE9;3;-86;0
50:46:5d:00:a9:9c;Barrrrrpol;C10_AISLE10;6;-97;0
50:46:5d:6e:1a:08;asus_24g;C10_AISLE10;43;-84,13953488;1,726286895
50:46:5d:6e:1a:08;asus_24g;C8_AISLE8;8;-83;0
50:46:5d:6e:1a:08;asus_24g;C9_AISLE9;23;-85,91304348;2,745459781
54:e6:fc:f1:21:ba;Security W-LAN 3.1;C1_AISLE1;28;-89,53571429;0,5078745
56:be:f7:27:46:9c;Ziggo;C12_CONF_TOP;14;-90,28571429;2,054210364
56:be:f7:27:46:9c;Ziggo;C14_PLEA;16;-91;0
58:6d:8f:cb:2d:e0;TarValon;C13_COFFEE;15;-88,66666667;0,975900073
58:6d:8f:cb:2d:e0;TarValon;C16_FLEX_BTM;34;-88,23529412;1,12973109
58:6d:8f:cb:2d:e0;TarValon;C17_FLEX_TOP;6;-92;0
58:6d:8f:cb:2d:e0;TarValon;C5_AISLE5;1;-90;
5c:96:9d:65:76:8d;SLDE-™-2;C1_AISLE1;1;-83;
5c:96:9d:65:76:8d;SLDE-™-2;C10_AISLE10;180;-83,67777778;2,964700246
5c:96:9d:65:76:8d;SLDE-™-2;C12_CONF_TOP;1;-66;
5c:96:9d:65:76:8d;SLDE-™-2;C13_COFFEE;13;-79,69230769;11,34595828
5c:96:9d:65:76:8d;SLDE-™-2;C15_MTG;23;-90,91304348;1,040674758
5c:96:9d:65:76:8d;SLDE-™-2;C16_FLEX_BTM;240;-71,60833333;4,176635216
5c:96:9d:65:76:8d;SLDE-™-2;C17_FLEX_TOP;120;-76,625;3,630085537
5c:96:9d:65:76:8d;SLDE-™-2;C2_AISLE2;29;-88,68965517;0,92980214
5c:96:9d:65:76:8d;SLDE-™-2;C3_AISLE3;28;-85,78571429;5,087072525
5c:96:9d:65:76:8d;SLDE-™-2;C4_AISLE4;183;-79,62295082;7,808484962
5c:96:9d:65:76:8d;SLDE-™-2;C5_AISLE5;114;-81,68421053;3,72343877
5c:96:9d:65:76:8d;SLDE-™-2;C6_AISLE6;180;-76,5;4,063050564
5c:96:9d:65:76:8d;SLDE-™-2;C7_AISLE7;240;-68,93333333;4,6586103
5c:96:9d:65:76:8d;SLDE-™-2;C8_AISLE8;180;-72,06666667;4,924684149
5c:96:9d:65:76:8d;SLDE-™-2;C9_AISLE9;240;-80,19583333;3,421441029
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C1_AISLE1;1;-95;
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C10_AISLE10;64;-97,078125;1,395055754
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C12_CONF_TOP;1;-80;
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C16_FLEX_BTM;120;-84,35;4,420445242
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C17_FLEX_TOP;120;-89,78333333;3,082025235
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C4_AISLE4;69;-82,52173913;6,694178102
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C5_AISLE5;63;-95,98412698;1,49722392
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C6_AISLE6;120;-93,025;3,381766482
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C7_AISLE7;180;-84,20555556;5,937944665
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C8_AISLE8;120;-85,09166667;5,544314725
5c:96:9d:65:76:8e;SLDE-™-2 5GHz;C9_AISLE9;175;-95,18285714;2,08187108
5c:d9:98:e3:e6:c4;P2P-Next;C1_AISLE1;1;-80;
5c:d9:98:e3:e6:c4;P2P-Next;C10_AISLE10;170;-81,31176471;2,665222518
5c:d9:98:e3:e6:c4;P2P-Next;C12_CONF_TOP;1;-69;
5c:d9:98:e3:e6:c4;P2P-Next;C13_COFFEE;1;-65;
5c:d9:98:e3:e6:c4;P2P-Next;C16_FLEX_BTM;240;-67,9875;3,795484269
5c:d9:98:e3:e6:c4;P2P-Next;C17_FLEX_TOP;120;-71,925;4,242962537
5c:d9:98:e3:e6:c4;P2P-Next;C4_AISLE4;76;-79,31578947;4,602059036
5c:d9:98:e3:e6:c4;P2P-Next;C5_AISLE5;49;-85,18367347;3,903382451
5c:d9:98:e3:e6:c4;P2P-Next;C6_AISLE6;157;-81,04458599;3,835301528
5c:d9:98:e3:e6:c4;P2P-Next;C7_AISLE7;240;-76,24166667;3,434980851
5c:d9:98:e3:e6:c4;P2P-Next;C8_AISLE8;179;-73,1396648;3,685309723
5c:d9:98:e3:e6:c4;P2P-Next;C9_AISLE9;238;-78,1092437;3,35844528
60:a4:4c:39:66:b8;Aperture;C16_FLEX_BTM;6;-88;0
64:70:02:6b:c1:82;KVZ_Nieuwer;C13_COFFEE;1;-92;
64:70:02:6b:c1:82;KVZ_Nieuwer;C16_FLEX_BTM;12;-89,5;0,522232968
64:70:02:6b:c1:82;KVZ_Nieuwer;C17_FLEX_TOP;21;-90,14285714;1,38873015
64:70:02:6b:c1:82;KVZ_Nieuwer;C7_AISLE7;9;-91;0
64:70:02:cb:89:3c;FREE AMANDA!;C16_FLEX_BTM;6;-92;0
64:d1:a3:06:ef:ae;Hrz;C16_FLEX_BTM;6;-91;0
64:d1:a3:0f:df:08;Babaloe;C17_FLEX_TOP;6;-88;0
68:7f:74:4a:ab:c9;ELYN-PC_Network;C13_COFFEE;10;-90;0
6c:fd:b9:4b:db:26;ANNANetwork;C10_AISLE10;15;-86,6;2,028370211
6c:fd:b9:4b:db:26;ANNANetwork;C16_FLEX_BTM;6;-88;0
6c:fd:b9:4b:db:26;ANNANetwork;C9_AISLE9;7;-89,85714286;0,377964473
6c:fd:b9:4b:ea:3c;Korvezee49;C12_CONF_TOP;1;-85;
6c:fd:b9:4b:ea:3c;Korvezee49;C13_COFFEE;10;-90;0
6c:fd:b9:4b:ea:3c;Korvezee49;C16_FLEX_BTM;128;-86,4765625;3,279535313
6c:fd:b9:4b:ea:3c;Korvezee49;C17_FLEX_TOP;58;-87,17241379;2,233225431
6c:fd:b9:4b:ea:3c;Korvezee49;C4_AISLE4;7;-92;0
6c:fd:b9:4b:ea:3c;Korvezee49;C8_AISLE8;2;-92;0
6c:fd:b9:4b:ea:3c;Korvezee49;C9_AISLE9;9;-90;0
6c:fd:b9:5a:68:6c;Dubbele antenne;C10_AISLE10;34;-89,58823529;1,018544626
6c:fd:b9:5a:68:6c;Dubbele antenne;C12_CONF_TOP;6;-80;0
6c:fd:b9:5a:68:6c;Dubbele antenne;C14_PLEA;9;-90;0
6c:fd:b9:5a:68:6c;Dubbele antenne;C15_MTG;8;-91;0
6c:fd:b9:5a:68:6c;Dubbele antenne;C8_AISLE8;10;-90,5;1,58113883
6c:fd:b9:5a:68:6c;Dubbele antenne;C9_AISLE9;92;-88,25;2,11028356
6c:fd:b9:82:43:f8;ICIDU;C10_AISLE10;6;-88;0
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C10_AISLE10;60;-76,56666667;3,729709702
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C12_CONF_TOP;15;-87,93333333;1,869555588
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C13_COFFEE;1;-71;
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C16_FLEX_BTM;120;-68,51666667;4,455160983
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C4_AISLE4;9;-89;0
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C5_AISLE5;15;-87,2;1,897366596
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C6_AISLE6;54;-86,40740741;2,645883371
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C7_AISLE7;60;-82,15;3,658401059
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C8_AISLE8;60;-76,53333333;4,424380323
78:e4:00:dc:ca:0e;P2PROSHANGUPTA-PC;C9_AISLE9;60;-70,1;4,233442323
80:ea:96:f3:d6:1c;TBP WiFi;C10_AISLE10;6;-91;0
80:ea:96:f3:d6:1c;TBP WiFi;C13_COFFEE;49;-88,85714286;2,34520788
80:ea:96:f3:d6:1c;TBP WiFi;C16_FLEX_BTM;6;-88;0
80:ea:96:f3:d6:1c;TBP WiFi;C17_FLEX_TOP;12;-91;1,044465936
80:ea:96:f3:d6:1c;TBP WiFi;C9_AISLE9;9;-88;0
88:03:55:f4:70:e4;VGV7519F470E4;C1_AISLE1;8;-88;0
88:25:2c:a5:3c:56;ARV7519A53C56;C14_PLEA;9;-92;0
90:f6:52:54:f4:bc;Axolotl Paradise;C10_AISLE10;9;-88;0
98:f5:37:5b:55:36;H220N5B5536;C5_AISLE5;11;-88,72727273;0,467099366
98:f5:37:5b:55:36;H220N5B5536;C6_AISLE6;6;-89;0
98:f5:37:5b:55:36;H220N5B5536;C7_AISLE7;1;-88;
98:fc:11:88:34:0e;Pogostick;C16_FLEX_BTM;6;-90;0
98:fc:11:88:34:0e;Pogostick;C17_FLEX_TOP;13;-86,07692308;0,277350098
98:fc:11:88:34:0f;Pogostick-gast;C16_FLEX_BTM;6;-90;0
98:fc:11:88:34:0f;Pogostick-gast;C17_FLEX_TOP;13;-84,76923077;1,091928428
9c:21:6a:e6:61:20;elsa;C1_AISLE1;6;-89;0
9c:21:6a:e6:61:20;elsa;C17_FLEX_TOP;6;-90;0
9c:c7:a6:4d:5c:36;FRITZ!Box Fon WLAN 7360;C14_PLEA;9;-92;0
a0:f3:c1:05:b1:aa;MyWireless;C1_AISLE1;9;-90;0
a0:f3:c1:05:b1:aa;MyWireless;C16_FLEX_BTM;13;-87,69230769;0,854850414
b0:48:7a:81:d5:18;CMPR;C10_AISLE10;69;-85,91304348;1,953421812
b0:48:7a:81:d5:18;CMPR;C13_COFFEE;1;-87;
b0:48:7a:81:d5:18;CMPR;C16_FLEX_BTM;76;-84,36842105;4,02605549
b0:48:7a:81:d5:18;CMPR;C17_FLEX_TOP;47;-84,74468085;4,109734388
b0:48:7a:81:d5:18;CMPR;C8_AISLE8;1;-85;
b0:48:7a:81:d5:18;CMPR;C9_AISLE9;69;-85,85507246;2,250982546
b8:be:bf:b7:7c:40;eduroam;C6_AISLE6;18;-81,5;1,543487266
b8:be:bf:b7:7c:43;TUvisitor;C6_AISLE6;9;-80;0
b8:be:bf:b7:7c:44;tudelft-dastud;C5_AISLE5;6;-78;0
b8:be:bf:b7:7c:44;tudelft-dastud;C6_AISLE6;9;-80;0
b8:be:bf:b7:7c:46;Conferentie-TUD;C5_AISLE5;6;-80;0
b8:be:bf:b7:7c:46;Conferentie-TUD;C6_AISLE6;31;-80,35483871;1,906976439
bc:ee:7b:c3:46:d0;FIAD21_2G;C1_AISLE1;13;-89,92307692;1,037749043
c0:4a:00:51:03:33;MishaRasa2.4GHz;C16_FLEX_BTM;29;-89,4137931;1,991360651
c0:4a:00:51:03:33;MishaRasa2.4GHz;C17_FLEX_TOP;14;-88,71428571;0,726273039
c0:c1:c0:03:ac:06;Kmathewthomas;C13_COFFEE;10;-82;0
c0:c1:c0:03:ac:07;Kmathewthomas-guest;C1_AISLE1;6;-88;0
c0:c1:c0:03:ac:07;Kmathewthomas-guest;C13_COFFEE;14;-89,85714286;1,875228924
c0:c1:c0:03:ac:07;Kmathewthomas-guest;C16_FLEX_BTM;6;-90;0
c8:3a:35:1b:4b:c0;slow;C16_FLEX_BTM;6;-87;0
c8:3a:35:1f:d9:58;Tenda_1FD958;C16_FLEX_BTM;6;-89;0
c8:b3:73:01:fc:19;Fuck you Lannisters! Go Khaleesi;C9_AISLE9;12;-90;0
cc:34:29:4f:51:0e;MERCURY_4F510E;C1_AISLE1;6;-89;0
d8:24:bd:4f:cf:10;eduroam;C14_PLEA;9;-80;0
d8:24:bd:4f:cf:10;eduroam;C15_MTG;37;-78,54054054;1,937848099
d8:24:bd:4f:cf:10;eduroam;C3_AISLE3;19;-80,31578947;3,590924232
d8:24:bd:4f:cf:10;eduroam;C4_AISLE4;6;-82;0
d8:24:bd:4f:cf:13;TUvisitor;C14_PLEA;10;-78,6;1,897366596
d8:24:bd:4f:cf:13;TUvisitor;C15_MTG;47;-81,76595745;2,40662822
d8:24:bd:4f:cf:13;TUvisitor;C3_AISLE3;10;-81,9;3,478505426
d8:24:bd:4f:cf:13;TUvisitor;C4_AISLE4;32;-75,375;4,982226475
d8:24:bd:4f:cf:14;tudelft-dastud;C14_PLEA;9;-77;0
d8:24:bd:4f:cf:14;tudelft-dastud;C15_MTG;30;-79,03333333;1,629117242
d8:24:bd:4f:cf:14;tudelft-dastud;C3_AISLE3;10;-79,4;1,897366596
d8:24:bd:4f:cf:14;tudelft-dastud;C4_AISLE4;51;-78,31372549;2,709171062
d8:24:bd:4f:cf:16;Conferentie-TUD;C14_PLEA;49;-81,51020408;0,938137538
d8:24:bd:4f:cf:16;Conferentie-TUD;C15_MTG;84;-79,25;2,023208712
d8:24:bd:4f:cf:16;Conferentie-TUD;C3_AISLE3;33;-80;2,704163457
d8:24:bd:4f:cf:16;Conferentie-TUD;C4_AISLE4;45;-76;4,145095678
d8:24:bd:4f:cf:16;Conferentie-TUD;C5_AISLE5;9;-81;0
d8:24:bd:4f:cf:16;Conferentie-TUD;C8_AISLE8;1;-80;
d8:24:bd:4f:cf:19;Conferentie-TUD;C15_MTG;23;-89;1,167748416
d8:24:bd:4f:cf:19;Conferentie-TUD;C4_AISLE4;11;-90,72727273;0,646669791
d8:24:bd:4f:cf:1b;tudelft-dastud;C15_MTG;21;-87,14285714;1,014185106
d8:24:bd:4f:cf:1c;TUvisitor;C15_MTG;21;-88,14285714;1,014185106
d8:24:bd:4f:cf:1f;eduroam;C15_MTG;21;-89;0,948683298
d8:5d:4c:65:25:2c;FAST_65252C;C16_FLEX_BTM;49;-86,36734694;1,933195515
d8:5d:4c:65:25:2c;FAST_65252C;C17_FLEX_TOP;45;-87,44444444;1,323829767
d8:5d:4c:65:25:2c;FAST_65252C;C9_AISLE9;6;-88;0
e4:ce:8f:05:f2:42;Fariborz's MacBook Pro;C10_AISLE10;12;-90;0
e4:ce:8f:05:f2:42;Fariborz's MacBook Pro;C9_AISLE9;1;-90;
ec:17:2f:8d:5f:e6;SC-PC_Network;C1_AISLE1;9;-90,22222222;0,666666667
ec:88:8f:de:1e:c6;Pls don't connect me!;C1_AISLE1;9;-90;0
ec:88:8f:de:1e:c6;Pls don't connect me!;C16_FLEX_BTM;12;-87,5;0,522232968
f8:1e:df:dd:d0:41;Happy-Geeks;C16_FLEX_BTM;6;-86;0
f8:d1:11:54:f3:ea;penthouse;C10_AISLE10;6;-89;0
f8:d1:11:ad:a5:06;thisisntthewifiyourelookingfor;C10_AISLE10;39;-86,30769231;3,138503215
f8:d1:11:ad:a5:06;thisisntthewifiyourelookingfor;C13_COFFEE;10;-92;0
f8:d1:11:ad:a5:06;thisisntthewifiyourelookingfor;C14_PLEA;9;-90;0
f8:d1:11:ad:a5:06;thisisntthewifiyourelookingfor;C8_AISLE8;1;-81;
f8:d1:11:ad:a5:06;thisisntthewifiyourelookingfor;C9_AISLE9;24;-84;1,97814142
